66	4	13	630.641	863.150	0.933	1.913	2.357	6.488	19.949	66.942	1911.273
67	4	14	630.308	863.521	0.972	2.007	2.383	6.734	21.436	74.692	1639.683
68	4	15	630.396	863.532	1.008	1.946	2.340	6.544	20.798	72.896	1768.219
69	4	16	630.008	863.379	0.989	2.003	2.434	7.019	22.743	80.381	1748.254
70	4	17	630.317	863.066	0.963	1.836	2.461	7.236	24.038	87.322	2286.863
71	4	18	630.218	862.784	0.955	1.852	2.381	6.705	21.307	74.335	2096.749
72	4	19	630.526	862.822	0.985	1.894	2.377	6.631	20.687	70.290	2071.179
73	4	20	630.739	863.482	0.951	1.844	2.486	7.441	25.272	93.920	2287.214
74	4	21	630.479	863.288	0.962	1.874	2.474	7.267	24.009	86.448	2306.396
75	4	22	630.812	862.840	0.920	1.869	2.397	6.806	21.741	75.938	2109.166
76	4	23	630.612	864.029	0.925	1.849	2.476	7.175	23.157	80.960	2106.225
77	4	24	630.254	864.507	0.881	1.919	2.419	6.901	22.123	77.493	2165.059
78	5	0	603.930	870.876	1.801	2.087	3.328	12.200	47.513	192.795	18.824
79	5	1	610.665	873.752	1.124	1.391	2.748	8.915	32.111	124.228	2051.999
80	5	2	612.246	874.210	1.042	1.439	2.813	9.234	33.412	129.253	1749.113
81	5	3	619.691	879.258	4.985	1.503	2.902	9.594	34.526	132.027	1140.397
82	5	4	621.594	881.646	4.819	1.891	2.615	7.882	26.152	93.219	1960.805
83	5	5	621.736	882.703	4.293	2.111	2.729	8.581	29.622	109.396	1306.800
84	5	6	623.059	883.169	3.974	1.591	2.518	7.486	24.939	90.359	2622.518
85	5	7	621.182	885.380	3.923	2.184	2.652	8.153	27.700	101.296	1279.141
86	5	8	622.280	888.630	3.930	3.005	2.571	7.696	25.531	91.413	677.935
87	5	9	622.626	891.068	3.876	3.677	2.664	8.209	27.856	101.438	375.208
88	5	10	623.417	894.102	3.739	4.053	2.561	7.541	24.420	84.949	303.892
89	5	11	622.448	894.808	3.817	4.221	2.573	7.574	24.394	84.080	238.894
90	5	12	622.194	896.586	3.842	4.280	2.526	7.379	23.765	82.422	284.838
91	5	13	621.457	899.461	4.089	4.383	2.518	7.316	23.420	80.724	276.945
92	5	14	621.417	901.315	4.126	4.378	2.493	7.140	22.492	76.242	259.814
93	5	15	621.135	902.758	4.067	4.383	2.423	6.896	21.894	75.498	274.074
94	5	16	620.801	903.928	3.952	3.988	2.451	6.919	21.510	72.028	460.247
95	5	17	620.678	904.759	4.026	4.054	2.413	6.723	20.662	68.501	442.091
96	5	18	619.598	905.608	3.926	4.250	2.452	6.892	21.267	70.526	373.017
97	5	19	617.541	905.574	3.634	4.156	2.402	6.656	20.373	67.457	335.216
98	5	20	616.563	907.837	3.409	4.923	2.445	6.867	21.162	70.025	164.782
99	5	21	617.359	909.596	3.365	4.920	2.462	6.893	21.047	68.653	137.013
100	5	22	616.959	911.917	3.535	4.215	2.454	6.951	21.690	72.874	280.175
101	5	23	615.647	915.310	3.724	3.934	2.412	6.707	20.581	68.245	337.553
102	5	24	614.849	919.177	3.853	3.992	2.391	6.608	20.179	66.597	324.840
103	6	0	623.954	866.879	1.061	1.366	2.843	9.605	35.994	144.043	987.267
104	6	1	624.432	865.560	0.861	1.303	2.743	8.931	32.584	128.458	2028.425
105	6	2	624.774	865.427	1.058	1.369	2.989	10.355	39.330	158.654	531.864
106	6	3	624.695	865.524	0.871	1.104	2.966	10.317	39.499	160.650	289.253
107	6	4	624.875	865.821	0.880	1.271	2.826	9.525	35.786	143.941	1351.961
108	6	5	629.579	874.678	1.071	1.310	2.827	9.559	35.803	143.049	1180.341
109	6	6	629.869	875.324	0.894	1.269	2.550	7.819	27.064	102.065	2838.012
110	6	7	633.322	872.878	1.014	1.056	2.889	9.760	36.342	144.525	649.434
111	6	8	635.035	872.982	0.769	0.819	2.711	8.748	31.688	124.230	1284.936
112	7	0	633.035	876.126	0.855	1.160	3.141	11.161	42.623	170.879	134.090
113	7	1	634.246	870.856	0.951	0.891	2.872	10.114	39.801	167.020	299.568
114	7	2	630.324	875.988	0.995	1.086	2.691	8.621	30.750	118.030	2389.459
115	7	3	634.029	873.576	1.042	1.264	3.183	11.328	43.179	172.628	113.420
116	7	4	634.976	873.067	0.961	0.884	2.804	9.405	35.204	141.424	735.279
117	7	5	634.292	873.724	0.997	1.271	2.808	9.318	34.266	134.928	1463.143
118	8	0	409.544	907.819	1.059	1.239	2.357	6.605	20.860	72.098	4025.377
119	8	1	409.330	907.520	1.048	0.843	2.604	7.962	27.245	101.272	2502.372
120	8	2	409.481	907.567	0.726	0.793	2.188	5.677	16.749	54.931	3719.870
121	8	3	409.922	908.396	0.813	0.871	2.514	7.502	25.100	91.162	3444.742
122	8	4	409.635	908.950	0.778	1.031	2.138	5.329	14.812	44.963	2561.664
123	9	0	442.435	919.245	1.122	1.010	2.613	7.993	27.172	99.664	2672.191
124	9	1	442.465	919.051	1.145	0.892	2.448	7.075	22.984	81.547	3786.620
125	9	2	442.537	919.885	0.945	0.757	2.336	6.556	20.993	74.260	4052.509
126	9	3	443.723	919.914	1.237	0.915	2.505	7.441	24.852	90.417	3731.932
127	9	4	442.728	920.461	1.108	0.858	2.453	7.022	22.498	78.653	3765.238
128	9	5	442.594	920.146	0.944	0.798	2.265	6.210	19.505	67.851	4269.337
129	9	6	443.694	920.050	1.890	1.298	2.852	9.363	33.763	130.060	1350.000
130	9	7	441.799	913.615	3.200	0.658	2.466	7.602	26.942	104.508	2148.357
131	9	8	443.441	918.947	2.052	1.548	2.588	7.852	26.611	97.826	2839.774
132	9	9	442.846	920.013	1.555	1.083	2.577	7.919	27.440	103.493	3275.173
133	9	10	442.735	920.514	0.842	0.942	2.327	6.530	20.922	74.101	5048.821
134	9	11	441.584	919.547	1.582	0.914	2.490	7.415	24.846	90.484	3491.792
135	9	12	441.648	919.262	1.907	1.221	2.984	10.104	37.261	146.008	491.788
136	9	13	454.859	918.940	3.956	1.513	2.955	10.012	36.995	145.138	751.017
137	9	14	457.772	917.803	3.378	1.384	2.979	10.273	38.649	153.972	531.878
138	9	15	457.219	920.598	2.904	1.169	2.715	8.668	30.704	116.864	2299.221
139	9	16	455.830	928.194	3.734	1.231	2.715	8.893	32.746	130.155	1980.648
140	9	17	456.993	931.532	3.155	2.098	3.022	10.210	37.091	141.941	442.638
141	9	18	450.094	930.642	4.048	1.385	2.987	10.211	38.060	150.553	623.312
142	9	19	449.430	935.961	3.837	1.339	2.799	9.103	32.665	125.551	1509.248
143	9	20	450.296	941.445	3.181	2.486	2.835	9.013	30.936	112.327	737.156
144	9	21	451.319	943.207	2.876	2.350	2.852	9.127	31.593	115.978	749.690
145	9	22	451.703	946.980	3.106	2.142	3.193	11.230	42.093	165.173	135.010
146	9	23	451.244	944.391	1.550	0.741	2.284	6.679	23.285	91.480	4059.580
147	9	24	451.860	944.999	1.266	0.807	2.177	5.723	17.365	59.334	3717.990
148	10	0	64.061	1038.107	1.540	0.790	2.906	9.540	34.191	130.469	538.927
149	10	1	66.080	1039.757	1.674	0.980	2.821	9.066	31.806	119.099	1312.443
150	10	2	69.380	1042.539	1.353	0.594	3.023	10.285	37.913	147.540	124.645
151	11	0	305.788	1038.319	0.252	0.517	2.406	7.419	26.289	101.960	1551.296
152	11	1	307.548	1042.117	0.412	0.598	2.580	8.490	31.767	128.563	881.358
153	11	2	308.293	1047.040	0.267	0.620	2.518	7.985	28.666	111.393	1631.239
154	11	3	310.038	1052.096	0.338	0.516	2.500	7.988	29.178	115.822	1036.302
155	12	0	75.280	1045.975	0.497	0.475	2.697	8.627	30.517	115.786	575.521
156	12	1	75.585	1049.510	0.344	0.364	2.620	8.887	34.286	142.377	248.431
157	12	2	78.641	1052.303	0.131	0.374	2.406	7.589	27.690	110.523	998.111
158	12	3	80.431	1053.990	0.364	0.434	2.719	8.889	32.188	124.704	335.677
159	12	4	81.414	1056.431	0.369	0.406	2.818	10.051	40.018	169.376	101.776
160	12	5	83.664	1058.222	0.092	0.419	2.430	7.592	27.191	106.158	1180.105
161	12	6	85.649	1057.666	0.107	0.456	2.289	6.826	23.715	91.096	1543.328
162	12	7	86.782	1058.584	0.303	0.442	2.780	9.713	37.928	158.090	113.723
163	12	8	89.737	1059.323	0.095	0.367	2.313	6.846	23.368	87.860	1175.976
164	12	9	91.636	1060.087	0.184	0.432	2.380	7.157	24.595	92.511	1344.103
165	12	10	92.823	1061.212	0.404	0.458	2.830	9.974	39.090	162.981	114.701
166	12	11	94.775	1062.763	0.166	0.411	2.362	7.223	25.576	99.480	1153.406
167	12	12	96.980	1065.471	0.289	0.526	2.541	8.226	30.175	119.514	855.277
168	12	13	99.744	1067.445	0.103	0.376	2.408	7.502	26.801	104.298	1088.315
169	12	14	102.260	1068.741	0.147	0.335	2.406	7.311	25.413	96.718	822.999
170	12	15	103.886	1071.054	0.348	0.474	2.521	8.022	28.874	112.306	876.046
171	12	16	106.609	1072.776	0.440	0.438	2.442	7.485	26.144	99.578	1207.723
172	13	0	298.203	1046.141	0.280	0.330	2.581	8.787	34.351	145.059	289.249
173	13	1	299.497	1050.472	0.152	0.332	2.271	6.870	24.533	97.446	1167.778
174	13	2	300.001	1055.746	0.204	0.489	2.418	7.640	27.953	112.240	1457.715
175	13	3	301.254	1060.375	0.209	0.472	2.469	7.827	28.317	111.182	1039.943
176	13	4	301.230	1067.393	0.125	0.459	2.320	7.030	24.775	96.246	1595.059
177	13	5	302.080	1071.501	0.354	0.466	2.627	8.844	33.618	137.117	488.250
178	13	6	304.464	1077.618	0.742	0.565	2.577	7.925	27.843	107.535	1140.668
179	13	7	305.321	1080.586	0.051	0.344	2.285	7.012	25.295	100.947	1221.318
180	14	0	57.061	1047.557	0.490	0.415	2.586	8.518	31.728	127.272	495.823
181	14	1	58.104	1049.198	0.332	0.398	2.302	6.861	23.741	90.680	1495.679
182	14	2	61.234	1051.725	0.302	0.420	2.428	7.470	26.273	100.916	1271.680
183	14	3	62.067	1054.962	0.390	0.409	2.695	9.097	34.364	138.886	241.404
184	14	4	64.353	1056.586	0.873	0.440	2.800	9.016	32.098	122.492	179.989
185	14	5	66.099	1057.799	0.516	0.485	2.627	8.728	32.634	130.961	573.448
186	14	6	68.127	1058.543	0.522	0.520	2.544	8.141	29.377	114.298	782.753
187	14	7	70.200	1059.271	0.215	0.331	2.349	7.373	27.088	109.492	943.339
188	14	8	72.000	1060.369	0.337	0.423	2.456	7.876	29.056	116.661	741.237
189	14	9	74.067	1060.394	0.388	0.399	2.427	7.684	27.996	111.043	807.692
190	14	10	76.050	1061.796	0.348	0.437	2.356	7.252	25.825	100.826	1351.484
191	14	11	77.109	1063.499	0.263	0.377	2.429	7.680	27.978	111.158	687.896
192	14	12	78.280	1066.731	1.074	0.589	3.008	10.127	36.891	142.060	133.688
193	14	13	82.374	1067.376	0.352	0.468	2.424	7.605	27.459	108.268	1410.394
194	14	14	93.399	1069.225	1.342	7.673	2.130	5.270	14.439	42.929	4.373
195	14	15	86.264	1071.418	0.481	0.384	2.413	7.719	28.659	116.204	909.676
196	14	16	88.244	1073.185	0.964	0.429	2.781	8.885	31.376	118.772	309.240
197	14	17	91.987	1075.361	0.459	0.447	2.604	8.695	32.900	133.974	389.793
198	14	18	94.985	1077.522	0.353	0.431	2.476	8.021	29.891	121.259	801.097
199	14	19	98.192	1080.370	0.511	0.437	2.358	7.229	25.593	99.217	1051.987
200	14	20	101.322	1082.554	0.424	0.355	2.514	8.345	31.944	132.683	312.266
201	14	21	104.430	1085.446	0.263	0.377	2.346	6.996	24.076	91.332	1465.407
202	14	22	117.301	1086.974	1.332	6.562	2.144	5.323	14.603	43.354	9.467
203	14	23	120.878	1089.372	1.279	7.053	2.094	5.057	13.435	38.484	3.536
204	15	0	307.315	1055.038	0.130	0.513	2.436	7.788	28.853	117.110	1061.039
205	15	1	307.211	1059.943	0.908	0.603	2.969	10.078	37.477	148.003	134.472
206	15	2	308.581	1055.983	1.453	10.096	2.177	5.471	15.170	45.482	13.363
207	15	3	309.920	1060.985	1.423	8.697	2.226	5.778	16.662	52.176	8.274
208	15	4	309.500	1058.927	0.277	0.482	2.541	8.329	31.236	127.235	514.199
209	15	5	311.370	1064.082	0.100	0.534	2.422	7.517	26.772	104.287	1825.134
210	15	6	312.931	1067.998	0.402	0.509	2.664	9.029	34.479	141.224	285.892
211	15	7	312.761	1072.510	0.429	0.419	2.579	8.759	34.113	143.461	275.468
212	16	0	65.468	1056.501	0.526	0.433	2.633	8.390	29.768	113.547	555.399
213	16	1	67.211	1057.891	0.023	0.359	2.371	7.325	26.108	101.865	1027.075
214	16	2	70.386	1060.338	0.319	0.389	2.461	7.649	27.082	104.331	1016.630
215	16	3	70.641	1063.744	0.265	0.352	2.486	8.037	29.812	120.038	552.347
216	16	4	72.905	1065.084	0.054	0.334	2.468	7.841	28.586	113.839	531.554
217	16	5	74.552	1066.053	0.084	0.426	2.458	7.814	28.563	114.173	1020.317
218	16	6	77.472	1066.875	0.343	0.499	2.576	8.456	31.502	126.694	493.760
219	16	7	78.518	1068.075	0.357	0.465	2.676	9.038	34.277	139.244	250.277
220	16	8	81.133	1068.850	0.442	0.492	2.528	8.153	29.931	119.042	762.779
221	16	9	82.237	1068.974	0.121	0.384	2.424	7.608	27.464	108.356	801.686
222	16	10	84.442	1070.529	0.390	0.446	2.619	8.453	30.639	119.819	507.310
223	16	11	85.580	1071.971	0.163	0.360	2.340	7.194	25.727	101.220	965.333
224	16	12	88.449	1073.951	0.073	0.416	2.396	7.373	26.010	100.316	1215.632
225	16	13	91.251	1075.899	0.060	0.385	2.382	7.453	27.035	107.585	1163.601
226	16	14	93.433	1078.432	0.573	0.522	2.781	9.445	35.609	143.133	218.518
227	16	15	95.329	1079.739	0.134	0.433	2.309	6.895	23.799	90.390	1839.938
228	16	16	96.967	1081.779	0.466	0.453	2.748	9.325	35.181	141.559	174.211
229	16	17	100.872	1083.021	0.194	0.426	2.499	8.157	30.568	124.438	623.906
230	16	18	103.528	1086.679	0.550	0.532	2.592	8.228	29.281	112.360	921.521
231	16	19	106.702	1088.593	0.137	0.436	2.421	7.561	27.125	106.216	795.219
232	16	20	109.541	1091.809	0.562	0.438	2.641	8.714	32.313	128.741	274.415
233	16	21	113.363	1094.676	0.991	0.493	2.947	9.862	36.100	140.494	106.890
234	16	22	117.244	1095.429	0.171	0.368	2.228	6.548	22.577	86.450	1239.781
235	16	23	120.700	1097.820	0.049	0.345	2.402	7.570	27.580	109.946	755.669
236	16	24	123.376	1100.870	0.240	0.435	2.504	8.094	29.909	119.778	632.721
237	17	0	474.175	1157.015	0.344	0.527	2.676	8.719	31.591	122.690	635.320
238	17	1	475.032	1165.057	0.245	0.524	2.269	6.571	21.950	81.003	2399.587
239	17	2	477.022	1168.005	1.359	0.570	2.946	10.118	38.527	156.684	129.038
240	17	3	478.150	1170.722	1.535	0.703	3.126	10.991	41.713	166.469	48.987
241	17	4	483.469	1174.965	0.004	0.381	2.633	8.821	33.440	136.586	151.790
242	17	5	476.499	1178.720	0.082	0.437	2.805	9.757	37.701	155.157	174.379
243	17	6	473.561	1176.472	2.570	1.322	2.959	10.042	37.178	146.207	646.992
244	17	7	470.928	1177.818	3.034	0.801	2.871	10.280	41.244	175.996	247.878
245	17	8	476.394	1175.907	1.967	1.974	2.197	5.613	15.966	49.639	1131.279
246	17	9	474.038	1170.193	1.494	1.916	2.490	7.508	25.736	96.577	2046.547
247	17	10	474.761	1173.934	1.400	1.738	2.341	6.688	21.955	79.770	2475.314
248	17	11	476.009	1178.468	1.286	1.302	2.395	6.801	21.763	76.258	3800.181
249	17	12	476.367	1184.069	1.408	1.662	2.610	8.265	29.595	115.080	2309.094
250	17	13	482.076	1186.073	3.943	2.064	2.906	9.880	36.960	147.219	611.019
251	18	0	590.337	1200.148	0.145	0.521	2.558	8.321	30.596	121.297	767.880
252	18	1	589.598	1205.248	0.247	0.528	2.522	7.997	28.683	111.322	1117.616
253	18	2	588.809	1210.342	0.089	0.443	2.460	7.809	28.361	111.961	1089.882
254	18	3	587.745	1216.104	0.029	0.509	2.360	7.216	25.401	97.913	1801.764
255	18	4	587.548	1221.376	0.206	0.453	2.387	7.465	26.990	106.668	1132.783
256	18	5	585.384	1224.950	0.157	0.519	2.477	7.874	28.591	112.871	1352.058
257	18	6	584.674	1229.229	0.054	0.528	2.460	7.714	27.559	107.026	1235.653
258	18	7	584.559	1232.970	0.210	0.504	2.475	7.931	29.185	116.993	964.422
259	18	8	581.289	1236.593	0.204	0.467	2.478	7.907	28.813	113.961	851.719
260	18	9	580.515	1240.577	0.082	0.496	2.500	7.965	28.915	114.017	947.657
261	18	10	577.406	1242.222	0.176	0.427	2.388	7.354	26.056	101.021	1183.455
262	18	11	575.181	1246.265	0.271	0.488	2.513	8.169	30.274	121.423	736.285
263	18	12	574.667	1249.943	0.240	0.441	2.780	9.648	37.397	154.911	130.651
264	18	13	574.822	1255.270	0.095	0.443	2.318	7.055	24.934	96.901	1784.476
265	19	0	592.765	1218.436	0.452	0.582	2.639	8.386	29.655	112.786	903.206
266	19	1	591.916	1223.575	0.538	0.622	2.888	9.856	36.762	145.218	194.842
267	19	2	587.860	1227.817	0.080	0.438	2.384	7.294	25.592	98.184	1462.055
268	19	3	587.200	1233.612	0.393	0.457	2.458	7.709	27.567	107.095	1089.773
269	19	4	586.130	1239.224	0.358	0.511	2.464	7.578	26.471	100.687	1295.092
270	19	5	585.137	1241.797	0.444	0.477	2.518	8.234	30.744	124.214	878.480
271	19	6	584.434	1246.813	0.571	0.542	2.740	9.377	35.828	146.106	239.604
272	19	7	583.757	1250.164	1.386	0.689	3.005	10.368	39.207	157.248	163.266
273	19	8	579.688	1254.262	0.088	0.387	2.356	6.989	23.681	87.885	1151.466
274	19	9	580.745	1257.824	0.310	0.446	2.676	9.052	34.405	140.120	244.664
275	19	10	578.180	1259.909	0.511	0.466	2.702	9.221	35.335	145.016	243.071
276	19	11	571.301	1264.385	1.415	0.799	2.897	9.423	33.204	123.927	438.317
277	19	12	573.087	1268.010	1.554	0.605	3.126	11.083	42.766	174.671	29.980
278	19	13	573.492	1272.882	2.442	1.054	3.332	12.004	45.942	184.207	38.475
279	19	14	570.369	1269.459	1.597	7.682	2.402	6.611	19.916	64.285	2.565
280	19	15	569.330	1265.400	0.271	0.454	2.560	8.194	29.679	116.373	652.831
281	19	16	567.466	1269.139	0.095	0.386	2.360	7.258	25.774	100.287	1150.432
282	20	0	491.487	1271.353	0.357	0.365	2.428	7.798	29.165	119.515	602.721
283	20	1	489.595	1267.086	1.201	3.751	1.956	4.506	11.692	33.726	45.014
284	20	2	478.520	1268.057	2.488	2.103	2.296	6.223	18.977	63.512	1292.147
285	21	0	165.558	1304.589	1.378	0.559	3.122	11.261	44.506	186.184	48.452
286	21	1	167.443	1305.542	1.922	0.717	3.160	10.788	39.151	149.285	78.967
287	21	2	168.915	1311.423	0.364	0.544	2.625	8.947	34.781	145.821	462.484
288	21	3	171.386	1313.419	0.493	0.569	2.454	7.591	26.937	104.756	1729.798
289	21	4	172.546	1317.914	0.182	0.520	2.450	7.615	26.961	103.857	1305.155
290	21	5	173.522	1322.026	0.177	0.484	2.360	7.241	25.665	99.811	1902.731
291	21	6	175.445	1325.408	0.301	0.496	2.605	8.575	31.967	128.578	427.010
292	21	7	176.194	1327.148	1.245	0.659	3.139	10.851	40.072	155.242	56.011
293	21	8	175.985	1329.232	1.527	0.793	3.052	10.311	37.364	142.487	181.949
294	21	9	177.070	1333.112	0.213	0.388	2.593	8.537	31.794	127.606	388.919
295	21	10	176.676	1336.045	0.240	0.539	2.467	7.918	29.192	117.006	1109.988
296	21	11	178.614	1339.156	0.023	0.524	2.402	7.506	27.018	106.326	1370.824
297	21	12	181.373	1341.970	0.075	0.579	2.495	7.933	28.651	112.159	1389.857
298	21	13	183.270	1344.616	0.235	0.595	2.348	6.987	23.913	89.981	2842.815
299	21	14	184.429	1348.045	0.068	0.488	2.456	7.892	29.192	117.632	1066.222
300	21	15	185.453	1359.418	1.565	9.217	2.213	5.688	16.202	50.028	1.346
301	21	16	185.854	1361.515	1.523	9.096	2.232	5.768	16.450	50.665	8.410
302	21	17	187.208	1365.048	1.517	8.915	2.222	5.697	16.095	49.057	14.933
303	21	18	189.539	1367.901	1.596	9.378	2.305	6.202	18.579	60.512	4.093
304	21	19	191.750	1371.744	1.565	8.823	2.271	5.946	17.133	53.178	4.758
305	21	20	185.949	1375.881	0.114	0.382	2.452	7.928	29.639	120.916	560.910
306	21	21	196.464	1380.158	1.540	9.077	2.289	6.079	17.886	57.008	2.357
307	21	22	199.011	1374.630	0.797	0.685	2.847	9.203	32.586	122.985	340.495
308	22	0	175.848	1317.620	2.932	2.160	2.695	8.356	28.431	103.490	1243.786
309	22	1	177.058	1320.315	2.431	2.737	2.708	8.422	28.754	105.160	737.535
310	22	2	177.904	1323.910	2.846	2.412	2.712	8.535	29.545	109.381	853.660
311	22	3	178.949	1322.657	0.366	0.496	2.594	8.719	33.467	138.798	490.687
312	22	4	180.662	1325.926	0.145	0.415	2.350	7.235	25.900	102.065	1162.904
313	23	0	156.516	1313.465	0.039	0.456	2.389	7.353	26.067	101.203	1346.376
314	23	1	158.119	1315.488	0.098	0.497	2.430	7.614	27.280	106.377	1358.720
315	23	2	160.209	1319.424	0.060	0.377	2.354	7.289	26.325	104.931	1173.551
316	24	0	448.450	1365.534	0.169	0.342	2.193	6.037	19.166	67.458	1389.205
317	24	1	440.026	1361.373	1.252	4.188	2.086	5.119	14.114	42.883	53.896
318	24	2	441.692	1366.731	1.242	4.146	2.019	4.752	12.501	36.247	18.406
319	24	3	447.656	1369.551	1.566	0.462	2.806	9.139	33.170	129.931	277.014
320	25	0	451.234	1390.687	0.495	0.639	2.641	9.134	36.181	154.540	536.281
321	25	1	444.977	1388.044	1.855	1.564	3.026	10.406	38.767	152.530	502.685
322	25	2	444.854	1394.026	1.824	2.202	2.861	9.472	34.438	133.525	832.543
323	25	3	444.923	1399.528	1.570	2.192	3.047	10.496	38.957	152.146	311.390
324	25	4	441.436	1397.943	0.555	0.595	2.125	5.524	16.522	55.261	2382.894
325	25	5	441.154	1393.342	1.496	3.797	2.242	6.034	18.545	63.253	282.819
